"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 31 13:11:27 GMT 2024","Tue Dec 31 13:11:27 GMT 2024","40","","","","","","Successfully update an existing book","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Tue Dec 31 13:11:27 GMT 2024","Tue Dec 31 13:11:27 GMT 2024","12","","","","","","Update a book with an empty author name","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Tue Dec 31 13:11:26 GMT 2024","Tue Dec 31 13:11:26 GMT 2024","140","","","","","","Create a book with whitespace titles","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Tue Dec 31 13:11:27 GMT 2024","Tue Dec 31 13:11:27 GMT 2024","100","","","","","","Update a book with existing book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Tue Dec 31 13:11:26 GMT 2024","Tue Dec 31 13:11:26 GMT 2024","90","","","","","","Create a book without an author","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Tue Dec 31 13:11:27 GMT 2024","Tue Dec 31 13:11:27 GMT 2024","11","","","","","","Update a book with author name containing leading and trailing whitespaces","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Tue Dec 31 13:11:27 GMT 2024","Tue Dec 31 13:11:27 GMT 2024","94","","","","","","Update a non-existing book ID with a duplicate book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Tue Dec 31 13:11:27 GMT 2024","Tue Dec 31 13:11:36 GMT 2024","8525","","","","","","Add a product to the cart and verify in the shopping cart","I want to add a product to the cart,
  Verify the product is displayed in the shopping cart,
  And navigate back to the homepage,
  So that I can confirm the cart and navigation functionality work as expected."
"broken","Tue Dec 31 13:11:38 GMT 2024","Tue Dec 31 13:12:11 GMT 2024","32966","","","","","","Add a single product to the wishlist","As a user,
    I want to add products to my wishlist 
    so I can review them later."
"passed","Tue Dec 31 13:11:26 GMT 2024","Tue Dec 31 13:11:26 GMT 2024","99","","","","","","Insert the same book multiple times","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Tue Dec 31 13:11:26 GMT 2024","Tue Dec 31 13:11:26 GMT 2024","137","","","","","","Create a book without a title","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Tue Dec 31 13:11:25 GMT 2024","Tue Dec 31 13:11:26 GMT 2024","767","","","","","","Successfully create a new book","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Tue Dec 31 13:11:26 GMT 2024","Tue Dec 31 13:11:26 GMT 2024","91","","","","","","Create a book with user level credentials","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Tue Dec 31 13:11:27 GMT 2024","Tue Dec 31 13:11:27 GMT 2024","17","","","","","","Update a book with an author name containing not only letters(when numbers and symbols are also there)","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Tue Dec 31 13:11:27 GMT 2024","Tue Dec 31 13:11:27 GMT 2024","96","","","","","","Update a non-existing book ID","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Tue Dec 31 13:11:27 GMT 2024","Tue Dec 31 13:11:27 GMT 2024","13","","","","","","Non-logged-in user access","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Tue Dec 31 13:11:36 GMT 2024","Tue Dec 31 13:11:38 GMT 2024","2668","","","","","","Successfully initiate a product return","As a user
  I want to initiate a product return using the UI
  So that the return is processed by the system"
"passed","Tue Dec 31 13:11:27 GMT 2024","Tue Dec 31 13:11:27 GMT 2024","87","","","","","","Attempt to create a book without being logged in","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Tue Dec 31 13:11:26 GMT 2024","Tue Dec 31 13:11:27 GMT 2024","96","","","","","","Create a book with numbers in the author field","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Tue Dec 31 13:11:27 GMT 2024","Tue Dec 31 13:11:27 GMT 2024","93","","","","","","Update the book with user level credentials","As a user 
I want to update a book using API
So that the updated book is stored in the system"
